variant,date_num,prob,SE,df,asymp.LCL,asymp.UCL,date,totcases,cases,smoothed_totcases,smoothed_cases
Beta,18761,0.6870925212059479,0.009505991266055178,NA,0.6684611206871274,0.7057239217247684,2021-05-14,3141,2158.1576091078823,2330.2439192899033,1601.093169529729
Alpha,18761,0.06327151685785286,0.005039033841032304,NA,0.05339519201255101,0.0731478417031547,2021-05-14,3141,198.73583445051582,2330.2439192899033,147.43806742226022
C.1.2,18761,0.0020006196932795405,6.973503168334567e-4,NA,6.338381876783699e-4,0.0033674011988807113,2021-05-14,3141,6.283946456591036,2330.2439192899033,4.661931875076281
Other,18761,0.07604606616680591,0.0034134690077384975,NA,0.06935578984929479,0.08273634248431704,2021-05-14,3141,238.86069382993736,2330.2439192899033,177.20588327111713
Omicron,18761,1.2233587986344373e-17,4.4809222092260114e-17,NA,-7.559087348974196e-17,1.000580494624307e-16,2021-05-14,3141,NA,2330.2439192899033,NA
Delta,18762,0.18427565922967856,0.009379276290147615,NA,0.16589261549993878,0.20265870295941835,2021-05-15,2750,506.75806288161607,2446.185011808434,450.7723556487582
Beta,18762,0.6742471355812798,0.009592409574940109,NA,0.65544635828944,0.6930479128731196,2021-05-15,2750,1854.1796228485196,2446.185011808434,1649.3332373136957
Alpha,18762,0.06306624605146553,0.004988728732480163,NA,0.05328851740716426,0.07284397469576681,2021-05-15,2750,173.43217664153022,2446.185011808434,154.27170584211783
C.1.2,18762,0.002183965632433818,7.408129499939397e-4,NA,7.319989311648243e-4,0.0036359323337028116,2021-05-15,2750,6.005905489192999,2446.185011808434,5.342383996364333
Other,18762,0.0762269935051423,0.0034281673597681044,NA,0.06950790894702105,0.08294607806326354,2021-05-15,2750,209.62423213914133,2446.185011808434,186.46532900749793
Omicron,18762,1.5080447018454888e-17,5.500604098521394e-17,NA,-9.272941224469852e-17,1.228903062816083e-16,2021-05-15,2750,NA,2446.185011808434,NA
Delta,18763,0.19756717895938278,0.009560245668256556,NA,0.17882944176624488,0.21630491615252068,2021-05-16,2585,510.7111576100045,2566.864295004405,507.1281375355852
Beta,18763,0.6609324821794097,0.009661492156203006,NA,0.6419963055163356,0.6798686588424838,2021-05-16,2585,1708.5104664337741,2566.864295004405,1696.523989914962
Alpha,18763,0.06277530174235256,0.004932784051307876,NA,0.05310722265827555,0.07244338082642958,2021-05-16,2585,162.27415500398138,2566.864295004405,161.1356806505726
C.1.2,18763,0.0023796615720773117,7.853113820124465e-4,NA,8.404795466835408e-4,0.003918843597471083,2021-05-16,2585,6.151425163819851,2566.864295004405,6.108268323559303
Other,18763,0.07634537554677767,0.003440651093123743,NA,0.06960182332088677,0.08308892777266857,2021-05-16,2585,197.35279578842028,2566.864295004405,195.968218579726
Omicron,18763,1.8578735157572634e-17,6.748058881877385e-17,NA,-1.1368078858278036e-16,1.5083825889792561e-16,2021-05-16,2585,NA,2566.864295004405,NA
Delta,18764,0.21145404546235289,0.009718632755370311,NA,0.1924058752828558,0.23050221564184997,2021-05-17,1757,371.52475787735403,2691.4161482855325,569.1108325776797
Beta,18764,0.6471622975436441,0.009712180133083845,NA,0.6281267742714343,0.6661978208158539,2021-05-17,1757,1137.0641567841826,2691.4161482855325,1741.7830581705302
Alpha,18764,0.06239767779792666,0.004871293587517287,NA,0.05285011780827187,0.07194523778758145,2021-05-17,1757,109.63271989095715,2691.4161482855325,167.93811764085746
C.1.2,18764,0.0025879657576732143,8.306849084757184e-4,NA,9.598532545598555e-4,0.004216078260786573,2021-05-17,1757,4.547055836231838,2691.4161482855325,6.965292831411692
Other,18764,0.07639801343840316,0.003450728657972029,NA,0.06963470954835775,0.08316131732844857,2021-05-17,1757,134.23130961127436,2691.4161482855325,205.6188470650534
Omicron,18764,2.287402575222433e-17,8.272859756198157e-17,NA,-1.3927104596076763e-16,1.850190974652163e-16,2021-05-17,1757,NA,2691.4161482855325,NA
Delta,18765,0.22592165679908474,0.009853206511444472,NA,0.20660972690441803,0.24523358669375145,2021-05-18,2355,532.0455017618445,2818.7838936845565,636.8243274197902
Beta,18765,0.6329543444000789,0.009743640547302286,NA,0.6138571598490623,0.6520515289510955,2021-05-18,2355,1490.6074810621858,2818.7838936845565,1784.1615114326103
Alpha,18765,0.061932903853390425,0.004804390613975755,NA,0.05251647128233567,0.07134933642444519,2021-05-18,2355,145.85198857473446,2818.7838936845565,174.57547187105112
C.1.2,18765,0.002809069529714753,8.767549283334686e-4,NA,0.0010906614469131588,0.004527477612516347,2021-05-18,2355,6.615358742478243,2818.7838936845565,7.918159946599997
Other,18765,0.07638202541773123,0.0034582173940895205,NA,0.06960404387460581,0.08316000696085665,2021-05-18,2355,179.87966985875704,2818.7838936845565,215.3044230145052
Omicron,18765,2.814345949737662e-17,1.0135017973213317e-16,NA,-1.704992426042657e-16,2.267861615990189e-16,2021-05-18,2355,NA,2818.7838936845565,NA
Delta,18766,0.24095046306201753,0.009963032434639927,NA,0.22142327831331887,0.2604776478107162,2021-05-19,3522,848.6275309044257,2947.707167720882,710.2514070335747
Beta,18766,0.6183304628823699,0.009755293403921502,NA,0.5992104391520626,0.6374504866126772,2021-05-19,3522,2177.759890271707,2947.707167720882,1822.6571374585326
Alpha,18766,0.061381082281616324,0.004732249005992877,NA,0.052106044663994815,0.07065611989923783,2021-05-19,3522,216.1841717958527,2947.707167720882,180.93345620398566
C.1.2,18766,0.0030430905008096,9.233261709006068e-4,NA,0.0012334044598611362,0.004852776541758063,2021-05-19,3522,10.717764743851411,2947.707167720882,8.970139681259786
Other,18766,0.07629490127318656,0.0034629474764018117,NA,0.06950764893908513,0.08308215360728798,2021-05-19,3522,268.71064228416304,2947.707167720882,224.89502734352905
Omicron,18766,3.460236068164602e-17,1.2407099350765055e-16,NA,-2.0857231811945187e-16,2.777770394827439e-16,2021-05-19,3522,NA,2947.707167720882,NA
Delta,18767,0.25651591214526637,0.010047501820438487,NA,0.2368231704426063,0.2762086538479264,2021-05-20,3641,933.9744361209148,3076.714287772023,789.2261719382141
Beta,18767,0.603316549884181,0.009746832389693925,NA,0.5842131094370325,0.6224199903313296,2021-05-20,3641,2196.6755581283032,3076.714287772023,1856.2326490779822
Alpha,18767,0.060742917501246496,0.00465508379164451,NA,0.051619120924607104,0.06986671407788589,2021-05-20,3641,221.1649626220385,3076.714287772023,186.88860215704236
C.1.2,18767,0.003290066571816312,9.701883496205353e-4,NA,0.0013885323483397091,0.005191600795292915,2021-05-20,3641,11.979132387983192,3076.714287772023,10.122594829228365
Other,18767,0.07613455389748981,0.0034647659130406156,NA,0.06934373749306817,0.08292537030191145,2021-05-20,3641,277.20591074076043,3076.714287772023,234.24426976955607
Omicron,18767,4.251219660772131e-17,1.5176754971491733e-16,NA,-2.5494673485540873e-16,3.399711280708514e-16,2021-05-20,3641,NA,3076.714287772023,NA
Delta,18768,0.27258848508714184,0.01010635256833423,NA,0.2527803980381429,0.2923965721361408,2021-05-21,3332,908.2648323103566,3204.1210848705155,873.4065125606232
Beta,18768,0.5879424612916184,0.00971823796370097,NA,0.5688950648895746,0.6069898576936622,2021-05-21,3332,1959.0242810236725,3204.1210848705155,1883.8388369151414
Alpha,18768,0.06001973624779706,0.004573151032374176,NA,0.051056524928481506,0.06898294756711261,2021-05-21,3332,199.9857611776598,3204.1210848705155,192.3105024199337
C.1.2,18768,0.0035499510102451064,0.0010171182357022095,NA,0.0015564359002498544,0.005543466120240358,2021-05-21,3332,11.828436766136695,3204.1210848705155,11.374472882183733
Other,18768,0.07589936636319747,0.0034635404410374338,NA,0.06911095183976612,0.08268778088662881,2021-05-21,3332,252.89668872217396,3204.1210848705155,243.19076009263298
Omicron,18768,5.219014787655739e-17,1.854974550479696e-16,NA,-3.1137818324130056e-16,4.157584789944154e-16,2021-05-21,3332,NA,3204.1210848705155,NA
Delta,18769,0.28913382652590924,0.010139680047931714,NA,0.2692604188172037,0.3090072342346148,2021-05-22,4236,1224.7708891637515,3328.038139812266,962.2484021880894
Beta,18769,0.5722418340832499,0.00966978177844645,NA,0.5532894100591332,0.5911942581073666,2021-05-22,4236,2424.0164091766464,3328.038139812266,1904.4426490251783
Alpha,18769,0.059213497626662115,0.004486746942522503,NA,0.050419635211572805,0.06800736004175142,2021-05-22,4236,250.82837594654072,3328.038139812266,197.06477849321462
C.1.2,18769,0.003822608796626684,0.0010638821298747615,NA,0.0017374381382763873,0.00590777945497698,2021-05-22,4236,16.19257086251063,3328.038139812266,12.721787868755472
Other,18769,0.07558823296755202,0.003459163152491051,NA,0.06880839777202152,0.08236806816308251,2021-05-22,4236,320.19175485055035,3328.038139812266,251.560522237028
Omicron,18769,6.402061100437887e-17,2.2653553987687665e-16,NA,-3.799808883726365e-16,5.080221103813943e-16,2021-05-22,4236,NA,3328.038139812266,NA
Delta,18770,0.3061129729029454,0.010147936912036219,NA,0.2862233820379698,0.326002563767921,2021-05-23,2894,885.890943581124,3447.014385020137,1055.1758210377322
Beta,18770,0.5562518278633786,0.00960202174650809,NA,0.5374322110614523,0.5750714446653048,2021-05-23,2894,1609.7927898366177,3447.014385020137,1917.408052338811
Alpha,18770,0.05832679203234043,0.0043962061732456354,NA,0.04971038626416634,0.06694319780051453,2021-05-23,2894,168.79773614159322,3447.014385020137,201.0532911675554
C.1.2,18770,0.004107814416149782,0.0011102386951800812,NA,0.00193178655935408,0.0062838422729454835,2021-05-23,2894,11.888014920337469,3447.014385020137,14.159695383461393
Other,18770,0.07520059278518569,0.0034515536813317085,NA,0.0684356718790689,0.08196551369130248,2021-05-23,2894,217.63051552032738,3447.014385020137,259.21752509257664
Omicron,18770,7.846901979729961e-17,2.764170040671959e-16,NA,-4.632983528888659e-16,6.20236392483465e-16,2021-05-23,2894,NA,3447.014385020137,NA
Delta,18771,0.32348267778449147,0.010131921231685275,NA,0.3036244770761916,0.3433408784927913,2021-05-24,2383,770.8592211604432,3561.454804957179,1152.068937115992
Beta,18771,0.540012788202814,0.009515787501953036,NA,0.5213621874144496,0.5586633889911783,2021-05-24,2383,1286.8504742873056,3561.454804957179,1923.2311392832353
Alpha,18771,0.057362828346807435,0.004301899210501517,NA,0.04893126082910317,0.0657943958645117,2021-05-24,2383,136.6956199504421,3561.454804957179,204.29512064167122
C.1.2,18771,0.00440525123412042,0.0011559420988522388,NA,0.0021396463521563933,0.006670856116084447,2021-05-24,2383,10.497713690908961,3561.454804957179,15.689103174801712
Other,18771,0.07473645443176663,0.0034406617891442103,NA,0.06799288124206083,0.08148002762147243,2021-05-24,2383,178.09697091089987,3561.454804957179,266.1705047414785
Omicron,18771,9.609845043908823e-17,3.369889368410653e-16,NA,-5.643877289578426e-16,7.565846298360191e-16,2021-05-24,2383,NA,3561.454804957179,NA
Delta,18772,0.3411958302080034,0.010092752908293787,NA,0.32141439800288574,0.3609772624131211,2021-05-25,3084,1052.2479403614825,3672.31030853311,1252.9769645013637
Beta,18772,0.5235678370606556,0.009412156504133662,NA,0.5051203492956992,0.542015324825612,2021-05-25,3084,1614.6832094950619,3672.31030853311,1922.703565254229
Alpha,18772,0.056325409208510126,0.004204228869066169,NA,0.04808527204237688,0.06456554637464337,2021-05-25,3084,173.70756199904523,3672.31030853311,206.8443808687575
C.1.2,18772,0.004714512546019024,0.0012007453976440458,NA,0.002361094812034469,0.007067930280003579,2021-05-25,3084,14.53955669192267,3672.31030853311,17.31315302245434
Other,18772,0.07419641097681177,0.0034264692089960506,NA,0.06748065473304407,0.08091216722057948,2021-05-25,3084,228.8217314524875,3672.31030853311,272.4722448863051
Omicron,18772,1.1758957026491715e-16,4.104718346654626e-16,NA,-6.869204423474691e-16,9.220995828773033e-16,2021-05-25,3084,NA,3672.31030853311,NA
Delta,18773,0.3592019584738228,0.010031838955313628,NA,0.3395399154227022,0.37886400152494343,2021-05-26,4623,1660.5906540244828,3780.7412050857793,1358.049645349493
Beta,18773,0.506962398392739,0.00929242155609522,NA,0.4887495868136288,0.5251752099718493,2021-05-26,4623,2343.6871677696327,3780.7412050857793,1916.6936290325411
Alpha,18773,0.055218894554066075,0.00410362590201688,NA,0.0471759355800873,0.06326185352804485,2021-05-26,4623,255.27694952344746,3780.7412050857793,208.76834993984434
C.1.2,18773,0.0050351043381819454,0.0012444040894397464,NA,0.002596117140665683,0.007474091535698208,2021-05-26,4623,23.277287355415133,3780.7412050857793,19.036426443270642
Other,18773,0.07358164424119011,0.0034089906376020543,NA,0.06690014536785585,0.08026314311452437,2021-05-26,4623,340.1679413270219,3780.7412050857793,278.1931543206302
Omicron,18773,1.4376460523153248e-16,4.995330638598255e-16,NA,-8.353022090206721e-16,1.122831419483737e-15,2021-05-26,4623,NA,3780.7412050857793,NA
Delta,18774,0.3774478084946542,0.009950828896095687,NA,0.3579445422419862,0.3969510747473222,2021-05-27,4422,1669.0742091633608,3888.107158523131,1467.557526176933
Beta,18774,0.4902436696520964,0.009158051024594724,NA,0.47229421947531064,0.5081931198288823,2021-05-27,4422,2167.8575072015706,3888.107158523131,1906.119921394965
Alpha,18774,0.05404815405602064,0.0040005437872922545,NA,0.04620723231435236,0.061889075797688924,2021-05-27,4422,239.00093723572328,3888.107158523131,210.14501469017486
C.1.2,18774,0.005366449736114648,0.0012866797451963979,NA,0.0028446037758925354,0.00788829569633676,2021-05-27,4422,23.730440733098973,3888.107158523131,20.865331634841933
Other,18774,0.0728939180611139,0.0033882738060696366,NA,0.06625302343145696,0.07953481269077083,2021-05-27,4422,322.3369056662456,3888.107158523131,283.4193646262155
Omicron,18774,1.7561614044113283e-16,6.073746034063974e-16,NA,-1.0148162073597047e-15,1.3660484882419703e-15,2021-05-27,4422,NA,3888.107158523131,NA
Delta,18775,0.3958779828797583,0.009851562146986792,NA,0.37656927588020606,0.4151866898793105,2021-05-28,4574,1810.7458936920143,3995.9610792574963,1581.9130117224795
Beta,18775,0.47346005209596004,0.009010643517147773,NA,0.4557995153248211,0.491120588867099,2021-05-28,4574,2165.606278286921,3995.9610792574963,1891.9279407586828
Alpha,18775,0.05281850948852621,0.0038954527958275204,NA,0.045183562305228415,0.06045345667182401,2021-05-28,4574,241.5918624005189,3995.9610792574963,211.06070818054351
C.1.2,18775,0.005707895057290151,0.0013273436300065644,NA,0.0031063493473686265,0.008309440767211676,2021-05-28,4574,26.10791199204515,3995.9610792574963,22.80852649341768
Other,18775,0.07213556047846507,0.003364398607741095,NA,0.06554146037765583,0.07872966057927432,2021-05-28,4574,329.9480536284992,3995.9610792574963,288.2508921023717
Omicron,18775,2.143417369384929e-16,7.37837871979078e-16,NA,-1.231793918570175e-15,1.6604773924471607e-15,2021-05-28,4574,NA,3995.9610792574963,NA
Delta,18776,0.4144356245470804,0.00973600979058492,NA,0.3953533960044046,0.43351785308975616,2021-05-29,4519,1872.8345873282562,4106.048488158575,1701.6927696105943
Beta,18776,0.4566605544938781,0.008851879144409571,NA,0.4393111901753341,0.4740099188124221,2021-05-29,4519,2063.649045757835,4106.048488158575,1875.070379381245
Alpha,18776,0.05153566842502089,0.0037888334868532007,NA,0.04410969124736931,0.058961645602672474,2021-05-29,4519,232.8896856126694,4106.048488158575,211.60795342279866
C.1.2,18776,0.006058717327372101,0.001366180220636267,NA,0.0033810532985340336,0.008736381356210167,2021-05-29,4519,27.379343602394524,4106.048488158575,24.877387122236378
Other,18776,0.0713094352066482,0.0033374753110196782,NA,0.06476810379775802,0.07785076661553839,2021-05-29,4519,322.24733769884324,4106.048488158575,292.79999862169973
Omicron,18776,2.6138555270154115e-16,8.955290079485522e-16,NA,-1.4938190499885044e-15,2.016590155391587e-15,2021-05-29,4519,NA,4106.048488158575,NA
Delta,18777,0.4330631269713921,0.00960621354576755,NA,0.4142352943938869,0.4518909595488973,2021-05-30,3755,1626.1520417775773,4220.313859111302,1827.6623166274435
Beta,18777,0.4398941858758516,0.008683469741967445,NA,0.4228748979207521,0.4569134738309511,2021-05-30,3755,1651.8026679638228,4220.313859111302,1856.4915291943396
Alpha,18777,0.0502056509860963,0.00368116981156356,NA,0.042990690734455626,0.05742061123773697,2021-05-30,3755,188.5222194527916,4220.313859111302,211.88360466232723
C.1.2,18777,0.006418133066444685,0.0014029905294333084,NA,0.0036683221581046187,0.00916794397478475,2021-05-30,3755,24.100089664499794,4220.313859111302,27.086535929937025
Other,18777,0.07041890310021504,0.0033076419343838104,NA,0.06393604403506838,0.0769017621653617,2021-05-30,3755,264.42298114130745,4220.313859111302,297.18987269725335
Omicron,18777,3.1848840396998147e-16,1.0859686519494566e-15,NA,-1.809971042190466e-15,2.446947850130429e-15,2021-05-30,3755,NA,4220.313859111302,NA
Delta,18778,0.4517028522903869,0.009464224962552382,NA,0.4331533122221993,0.4702523923585745,2021-05-31,2792,1261.1543635947603,4340.915488206419,1960.8039075743568
Beta,18778,0.4232093533041933,0.008507110511151677,NA,0.4065357230898339,0.4398829835185527,2021-05-31,2792,1181.6005144253077,4340.915488206419,1837.116036511995
Alpha,18778,0.04883471159358318,0.003572942034273021,NA,0.04183187388755878,0.055837549299607575,2021-05-31,2792,136.34651476928423,4340.915488206419,211.98735591867876
C.1.2,18778,0.006785308108009727,0.0014375951509968407,NA,0.003967673387706499,0.009602942828312956,2021-05-31,2792,18.94458023756316,4340.915488206419,29.454449058312015
Other,18778,0.06946777470382652,0.0032750609057826717,NA,0.06304877328131736,0.07588677612633568,2021-05-31,2792,193.95402697308364,4340.915488206419,301.5537391430746
Omicron,18778,3.8774800415316847e-16,1.315771102521607e-15,NA,-2.1911159686877397e-15,2.9666119769940766e-15,2021-05-31,2792,NA,4340.915488206419,NA
