variant,date_num,prob,SE,df,asymp.LCL,asymp.UCL,date,totcases,cases,smoothed_totcases,smoothed_cases
Alpha,18733,0.0460332010085143,0.004576012062911336,NA,0.03706438217238725,0.055002019844641356,2021-04-16,1424,65.55127823612436,1069.7957708841377,49.24612375916802
C.1.2,18733,9.236593605457528e-5,6.271800530558592e-5,NA,-3.055909552656511e-5,2.1529096763571567e-4,2021-04-16,1424,0.1315290929417152,1069.7957708841377,0.09881268776493933
Other,18733,0.059762989923558954,0.0027303139644127773,NA,0.05441167288682314,0.06511430696029477,2021-04-16,1424,85.10249765114796,1069.7957708841377,63.9341938756147
Omicron,18733,3.2377330784639846e-20,1.3149305254242438e-19,NA,-2.2534431641574486e-19,2.900989779850246e-19,2021-04-16,1424,NA,1069.7957708841377,NA
Delta,18734,0.015060654721124308,0.002213346502108709,NA,0.010722575291683533,0.019398734150565082,2021-04-17,1325,19.955367505489708,1090.4750785523843,16.423268640068365
Beta,18734,0.8774389921046661,0.005523878012474805,NA,0.8666123901452228,0.8882655940641094,2021-04-17,1325,1162.6066645386827,1090.4750785523843,956.8253538402607
Alpha,18734,0.04701726147116732,0.004630656026944332,NA,0.03794134243356309,0.056093180508771545,2021-04-17,1325,62.2978714492967,1090.4750785523843,51.27115189608917
C.1.2,18734,1.0487079449430954e-4,6.972791164817005e-5,NA,-3.179340105329463e-5,2.415349900419137e-4,2021-04-17,1325,0.13895380270496013,1090.4750785523843,0.11435898786403315
Other,18734,0.06037822090854786,0.0027519558686293914,NA,0.054984486518990613,0.0657719552981051,2021-04-17,1325,80.0011427038259,1090.4750785523843,65.84094518810194
Omicron,18734,3.995034695316097e-20,1.6172157525165606e-19,NA,-2.7701811606316897e-19,3.5691880996949095e-19,2021-04-17,1325,NA,1090.4750785523843,NA
Delta,18735,0.016713364852084116,0.0023861148097171396,NA,0.01203666576206088,0.02139006394210735,2021-04-18,1089,18.200854323919604,1111.1288058585058,18.570701129973745
Beta,18735,0.8741660861945177,0.005628786639548391,NA,0.8631338671043427,0.8851983052846928,2021-04-18,1089,951.9668678658298,1111.1288058585058,971.3111194753182
Alpha,18735,0.04799643239315853,0.004684263456713761,NA,0.03881544472390246,0.0571774200624146,2021-04-18,1089,52.26811487614964,1111.1288058585058,53.330218610478745
C.1.2,18735,1.1893702987403222e-4,7.742173669765717e-5,NA,-3.280678567391881e-5,2.7068084542198326e-4,2021-04-18,1089,0.1295224255328211,1111.1288058585058,0.13215435997629085
Other,18735,0.06100517953036567,0.002774185654308066,NA,0.05556787556149417,0.06644248349923716,2021-04-18,1089,66.43464050856821,1111.1288058585058,67.78461228275896
Omicron,18735,4.931197124732909e-20,1.989630243927385e-19,NA,-3.4064839081760256e-19,4.392723333122607e-19,2021-04-18,1089,NA,1111.1288058585058,NA
Delta,18736,0.01853067066122905,0.002568872659196288,NA,0.01349577276833469,0.02356556855412341,2021-04-19,744,13.786818971954412,1131.4463841876263,20.96646031621934
Beta,18736,0.870722571389893,0.005738793350318013,NA,0.8594747431085517,0.8819703996712343,2021-04-19,744,647.8175931140804,1131.4463841876263,985.1759050296467
Alpha,18736,0.04896890118682915,0.004736657112799795,NA,0.03968522383862608,0.058252578535032226,2021-04-19,744,36.43286248300089,1131.4463841876263,55.405686185479006
C.1.2,18736,1.3473946753866491e-4,8.585291839748337e-5,NA,-3.352916048805866e-5,3.030080955653885e-4,2021-04-19,744,0.1002461638487667,1131.4463841876263,0.15245048335398848
Other,18736,0.061643117294510164,0.002796989955560557,NA,0.05616111771649119,0.06712511687252914,2021-04-19,744,45.86247926711556,1131.4463841876263,69.74588217292725
Omicron,18736,6.08876261947674e-20,2.448547458695505e-19,NA,-4.19018857153259e-19,5.407941095427938e-19,2021-04-19,744,NA,1131.4463841876263,NA
Delta,18737,0.020526744599083224,0.0027617818145979447,NA,0.015113751709313577,0.025939737488852872,2021-04-20,853,17.50931314301799,1151.1606517632936,23.62958069125931
Beta,18737,0.8670968722834428,0.005854113727246962,NA,0.8556230202166372,0.8785707243502484,2021-04-20,853,739.6336320577767,1151.1606517632936,998.1678006397213
Alpha,18737,0.04993273411494249,0.004787651003204227,NA,0.04054911057811515,0.05931635765176983,2021-04-20,853,42.592622200045945,1151.1606517632936,57.480598748080446
C.1.2,18737,0.00015246939598054088,9.507726507503339e-5,NA,-3.387861931509242e-5,3.388174112761742e-4,2021-04-20,853,0.13005639477140138,1151.1606517632936,0.17551676925091514
Other,18737,0.06229117960655104,0.0028203525250105636,NA,0.056763390233823735,0.06781896897927835,2021-04-20,853,53.13437620438804,1151.1606517632936,71.70715491498167
Omicron,18737,7.520430058780739e-20,3.0141746550034156e-19,NA,-5.155630761042063e-19,6.65971677279821e-19,2021-04-20,853,NA,1151.1606517632936,NA
Delta,18738,0.022716671448686995,0.002964947484495673,NA,0.016905481163022845,0.028527861734351144,2021-04-21,1569,35.64245750298989,1170.3758050311453,26.587042634385075
Beta,18738,0.8632767247641787,0.005974933863324929,NA,0.851566069582053,0.8749873799463044,2021-04-21,1569,1354.4811811549964,1170.3758050311453,1010.3581917105262
Alpha,18738,0.05088587143384072,0.004837050879267765,NA,0.0414054259190881,0.06036631694859334,2021-04-21,1569,79.83993227969609,1170.3758050311453,59.55559274409269
C.1.2,18738,1.7233561572595345e-4,1.0515278706475563e-4,NA,-3.376005979497678e-5,3.784312912468837e-4,2021-04-21,1569,0.270394581074021,1170.3758050311453,0.2016974349908009
Other,18738,0.06294839673756757,0.0028442539120372055,NA,0.05737376150708749,0.06852303196804764,2021-04-21,1569,98.76603448124351,1170.3758050311453,73.67328050715057
Omicron,18738,9.291478665435936e-20,3.7114491419770306e-19,NA,-6.34515878218347e-19,8.203454515270658e-19,2021-04-21,1569,NA,1170.3758050311453,NA
Delta,18739,0.025116460107321652,0.003178409378202524,NA,0.01888689219792036,0.03134602801672295,2021-04-22,1413,35.489558131645495,1189.3499467873319,29.87226049212915
Beta,18739,0.8592491768605359,0.006101401009621444,NA,0.8472906506264416,0.8712077030946302,2021-04-22,1413,1214.1190869039372,1189.3499467873319,1021.9479627761372
Alpha,18739,0.05182612297692235,0.0048846548135303815,NA,0.04225237546549259,0.06139987048835211,2021-04-22,1413,73.23031176639128,1189.3499467873319,61.63939660479632
C.1.2,18739,1.9456546600135792e-4,1.1613947296886922e-4,NA,-3.3063718201088856e-5,4.2219465020380473e-4,2021-04-22,1413,0.27492100345991877,1189.3499467873319,0.23140642663536748
Other,18739,0.06361367458921874,0.002868671111726972,NA,0.057991182526743394,0.06923616665169408,2021-04-22,1413,89.88612219456607,1189.3499467873319,75.65892048763395
Omicron,18739,1.1482766724550495e-19,4.571142508548071e-19,NA,-7.810998012499243e-19,1.0107551357409342e-18,2021-04-22,1413,NA,1189.3499467873319,NA
Delta,18740,0.027743046605996635,0.0034021322841706813,NA,0.02107498985838111,0.03441110335361216,2021-04-23,1637,45.41536729401649,1208.360340895758,33.523597254308996
Beta,18740,0.8550005978799128,0.006233613422568822,NA,0.8427829400781325,0.8672182556816931,2021-04-23,1637,1399.6359787294173,1208.360340895758,1033.1488139202484
Alpha,18740,0.052751164343901355,0.004930253863718161,NA,0.04308804433637431,0.0624142843514284,2021-04-23,1637,86.35365603096652,1208.360340895758,63.7424149292448
C.1.2,18740,2.1940580813861524e-4,1.280990039350815e-4,NA,-3.166362602959909e-5,4.704752423068296e-4,2021-04-23,1637,0.3591673079229131,1208.360340895758,0.2651212771168864
Other,18740,0.06428578536205054,0.0028935771818890156,NA,0.05861447829906116,0.06995709242503992,2021-04-23,1637,105.23583063767674,1208.360340895758,77.68039351483893
Omicron,18740,1.4194439964350365e-19,5.631220366760903e-19,NA,-9.617545111424764e-19,1.2456433104294836e-18,2021-04-23,1637,NA,1208.360340895758,NA
Delta,18741,0.030614286645639626,0.0036359962714084203,NA,0.023487864905757203,0.03774070838552205,2021-04-24,1385,42.40078700421088,1227.7029837656676,37.5852510607092
Beta,18741,0.8505166972720758,0.0063716095769369855,NA,0.8380285719777288,0.8630048225664227,2021-04-24,1385,1177.965625721825,1227.7029837656676,1044.1818869834485
Alpha,18741,0.053658533885658506,0.004973632827309801,NA,0.043910392671805173,0.06340667509951184,2021-04-24,1385,74.31706943163704,1227.7029837656676,65.87674215591413
C.1.2,18741,2.4712394092228087e-4,1.4109439925115563e-4,NA,-2.9416000030299267e-5,5.236638818748611e-4,2021-04-24,1385,0.342266658177359,1227.7029837656676,0.30339479963021476
Other,18741,0.06496335825570372,0.0029189408262794156,NA,0.05924233936319248,0.07068437714821496,2021-04-24,1385,89.97425118414965,1227.7029837656676,79.75570876596547
Omicron,18741,1.7550515100637491e-19,6.938515738960247e-19,NA,-1.1844189444462651e-18,1.535429246459015e-18,2021-04-24,1385,NA,1227.7029837656676,NA
Delta,18742,0.03374893577873007,0.0038797866486109805,NA,0.026144693679753188,0.04135317787770695,2021-04-25,1101,37.15757829238181,1247.693067224894,42.10831319733969
Beta,18742,0.8457825547450465,0.006515356961828794,NA,0.8330126897534398,0.8585524197366532,2021-04-25,1101,931.2065927742962,1247.693067224894,1055.277029935154
Alpha,18742,0.05454563069965429,0.005014571091393825,NA,0.04471725196260669,0.06437400943670189,2021-04-25,1101,60.05473940031938,1247.693067224894,68.05620527136801
C.1.2,18742,2.780084190763152e-4,1.551895866465376e-4,NA,-2.6157581526556524e-5,5.82174419679187e-4,2021-04-25,1101,0.30608726940302305,1247.693067224894,0.3468691771116715
Other,18742,0.06564487035749285,0.0029447259421375347,NA,0.0598733135665625,0.0714164271484232,2021-04-25,1101,72.27500226359963,1247.693067224894,81.90464964392078
Omicron,18742,2.1704541709979833e-19,8.550787078596217e-19,NA,-1.4588780542521064e-18,1.892968888451703e-18,2021-04-25,1101,NA,1247.693067224894,NA
Delta,18743,0.0371666152304779,0.004133183853875585,NA,0.02906572373539929,0.04526750672555651,2021-04-26,849,31.554456330675738,1268.6662143869219,47.15202904602571
Beta,18743,0.8407826632456138,0.0066647407253959245,NA,0.8277200114575405,0.8538453150336871,2021-04-26,849,713.8244810955262,1268.6662143869219,1066.672558501967
Alpha,18743,0.055409713876053035,0.005052843582495358,NA,0.0455063224348478,0.06531310531725827,2021-04-26,849,47.04284708076903,1268.6662143869219,70.2964319433947
C.1.2,18743,3.123697419035265e-4,1.704488909849367e-4,NA,-2.1703945631743244e-5,6.464434294387963e-4,2021-04-26,849,0.265201910876094,1268.6662143869219,0.39629293794976683
Other,18743,0.06632863790595173,0.002970891131412067,NA,0.06050579828639462,0.07215147752550882,2021-04-26,849,56.31301358215302,1268.6662143869219,84.14890195758467
Omicron,18743,2.684659151588855e-19,1.053924750073503e-18,NA,-1.797188637400558e-18,2.3341204677183286e-18,2021-04-26,849,NA,1268.6662143869219,NA
Delta,18744,0.04088776124394792,0.004395753489872871,NA,0.032272242718880836,0.049503279769015,2021-04-27,880,35.98122989467417,1290.9805769464235,52.7853056007595
Beta,18744,0.8355009864736759,0.006819552479428754,NA,0.8221349092233147,0.8488670637240371,2021-04-27,880,735.2408680968348,1290.9805769464235,1078.615545557092
Alpha,18744,0.05624790325910722,0.005088221821037469,NA,0.046275171744522975,0.06622063477369146,2021-04-27,880,49.49815486801435,1290.9805769464235,72.61495060146885
C.1.2,18744,3.5054087483246194e-4,1.869364355860633e-4,NA,-1.5847806314513732e-5,7.169295559794377e-4,2021-04-27,880,0.30847596985256653,1290.9805769464235,0.45254146083451574
Other,18744,0.06701280814843645,0.00299738917545211,NA,0.061138033316900105,0.07288758297997279,2021-04-27,880,58.97127117062408,1290.9805769464235,86.51223372626848
Omicron,18744,3.3211880060759036e-19,1.2991670653401203e-18,NA,-2.21420185735964e-18,2.8784394585748208e-18,2021-04-27,880,NA,1290.9805769464235,NA
Delta,18745,0.04493355575970651,0.004666936764596967,NA,0.035786527782970576,0.05408058373644245,2021-04-28,1250,56.16694469963314,1315.0198942586924,59.08851974379632
Beta,18745,0.8299210326215624,0.006979479616544718,NA,0.8162415039423033,0.8436005613008214,2021-04-28,1250,1037.401290776953,1315.0198942586924,1091.3626685610718
Alpha,18745,0.0570571820107161,0.0051204750852092765,NA,0.047021235259971254,0.06709312876146094,2021-04-28,1250,71.32147751339512,1315.0198942586924,75.03132945443085
C.1.2,18745,3.9287756243016117e-4,2.0471545126600748e-4,NA,-8.357349130077999e-6,7.941124739904003e-4,2021-04-28,1250,0.49109695303770146,1315.0198942586924,0.5166418106035233
Other,18745,0.06769535204558486,0.003024166475492847,NA,0.061768094670365446,0.07362260942080427,2021-04-28,1250,84.61919005698107,1315.0198942586924,89.02073468878996
Omicron,18745,4.109139363783923e-19,1.601620142611547e-18,NA,-2.7282038600541443e-18,3.550031732810929e-18,2021-04-28,1250,NA,1315.0198942586924,NA
Delta,18746,0.04932583621551857,0.004946041644909639,NA,0.03963177272546044,0.05901989970557671,2021-04-29,1086,53.56785813005317,1341.197633392322,66.15569479735079
Beta,18746,0.8240259460049822,0.007144095525859836,NA,0.8100237760721832,0.8380281159377813,2021-04-29,1086,894.8921773614107,1341.197633392322,1105.1816486357513
Alpha,18746,0.05783440128211652,0.005149371688217258,NA,0.047741818230200475,0.06792698433403256,2021-04-29,1086,62.80815979237854,1341.197633392322,77.56736212823654
C.1.2,18746,4.3975838748467266e-4,2.238474893979625e-4,NA,1.0253702349546576e-6,8.784914047343907e-4,2021-04-29,1086,0.4775776088083545,1341.197633392322,0.5898029085588666
Other,18746,0.06837405810989801,0.0030511624625311914,NA,0.06239388957235633,0.07435422664743968,2021-04-29,1086,74.25422710734924,1341.197633392322,91.70312492242431
Omicron,18746,5.08449767035474e-19,1.974602712394689e-18,NA,-3.361700433033218e-18,4.378599967104166e-18,2021-04-29,1086,NA,1341.197633392322,NA
Delta,18747,0.05408698228958719,0.005232235077493247,NA,0.04383198997905329,0.06434197460012109,2021-04-30,1674,90.54160835276896,1369.9623562968334,74.09712970242796
Beta,18747,0.8177986181700159,0.007312851119716875,NA,0.8034656933510674,0.8321315429889643,2021-04-30,1674,1368.9948868166066,1369.9623562968334,1120.3533219244894
Alpha,18747,0.05857628731358721,0.005174680372941762,NA,0.048434100151115066,0.06871847447605936,2021-04-30,1674,98.05670496294499,1369.9623562968334,80.24730859124224
C.1.2,18747,4.915845272676913e-4,2.4439153690177174e-4,NA,1.2585916813827238e-5,9.705831377215554e-4,2021-04-30,1674,0.8229124986461153,1369.9623562968334,0.6734522972947113
Other,18747,0.06904652769954199,0.0030783089835847714,NA,0.06301315295842974,0.07507990244065424,2021-04-30,1674,115.58388736903329,1369.9623562968334,94.59114378137912
Omicron,18747,6.291743466840909e-19,2.4345097724225965e-18,NA,-4.142377127275e-18,5.400725820643182e-18,2021-04-30,1674,NA,1369.9623562968334,NA
Delta,18748,0.059239777527740366,0.005524536677019139,NA,0.04841188460951227,0.07006767044596847,2021-05-01,1632,96.67931692527227,1401.8044968359895,83.04258652995004
Beta,18748,0.8112218199077317,0.007485068101098655,NA,0.7965513560077487,0.8258922838077146,2021-05-01,1632,1323.914010089418,1401.8044968359895,1137.1743950781336
Alpha,18748,0.05927945128904139,0.005196171827233714,NA,0.04909514165018163,0.06946376092790116,2021-05-01,1632,96.74406450371555,1401.8044968359895,83.09820138694822
C.1.2,18748,5.487791553239794e-4,2.6640303312936244e-4,NA,2.6638805018198205e-5,0.0010709195056297605,2021-05-01,1632,0.8956075814887343,1401.8044968359895,0.7692810877030103
Other,18748,0.06971017212016252,0.003105529674562101,NA,0.0636234458051004,0.07579689843522464,2021-05-01,1632,113.76700090010523,1401.8044968359895,97.72003275325464
Omicron,18748,7.78583273971526e-19,3.0015123424246234e-18,NA,-5.1042728163331885e-18,6.661439364276241e-18,2021-05-01,1632,NA,1401.8044968359895,NA
Delta,18749,0.06480724400707222,0.005821814321713172,NA,0.05339669761183492,0.07621779040230951,2021-05-02,1222,79.19445217664224,1437.2647787177773,93.14516921713366
Beta,18749,0.8042783553721062,0.007659934408323852,NA,0.7892651598078524,0.8192915509363601,2021-05-02,1222,982.8281502647138,1437.2647787177773,1155.9609524613882
Alpha,18749,0.059940402270139206,0.0052136203220442675,NA,0.04972189420986633,0.07015891033041209,2021-05-02,1222,73.24717157411011,1437.2647787177773,86.15022900504619
C.1.2,18749,6.117864354075502e-4,2.899327911458516e-4,NA,4.352860682450778e-5,0.0011800442639905927,2021-05-02,1222,0.7476030240680264,1437.2647787177773,0.8792990957085703
Other,18749,0.07036221191527482,0.0031327393345540497,NA,0.06422215564659692,0.07650226818395273,2021-05-02,1222,85.98262296046583,1437.2647787177773,101.12912893850081
Omicron,18749,9.634627398555122e-19,3.700412510774773e-18,NA,-6.289212509204475e-18,8.2161379889155e-18,2021-05-02,1222,NA,1437.2647787177773,NA
Delta,18750,0.07081244851270652,0.00612278212802655,NA,0.05881201605658897,0.08281288096882405,2021-05-03,897,63.51876631589774,1476.9445679735172,104.58606117574625
Beta,18750,0.7969512391652864,0.007836502269056425,NA,0.7815919769531694,0.8123105013774035,2021-05-03,897,714.8652615312619,1476.9445679735172,1177.0528036249332
Alpha,18750,0.060555563520818034,0.005226805474290263,NA,0.050311213037012324,0.07079991400462374,2021-05-03,897,54.31834047817377,1476.9445679735172,89.43721060264747
C.1.2,18750,6.810700538474385e-4,3.150258289422802e-4,NA,6.363077492069376e-5,0.0012985093327741834,2021-05-03,897,0.6109198383011524,1476.9445679735172,1.0059027164394052
Other,18750,0.07099967874734162,0.0031598433207372253,NA,0.06480649964190721,0.07719285785277602,2021-05-03,897,63.68671183636543,1476.9445679735172,104.86258985375098
Omicron,18750,1.1921876421303809e-18,4.561687004219202e-18,NA,-7.748554594883666e-18,1.013292987914443e-17,2021-05-03,897,NA,1476.9445679735172,NA
Delta,18751,0.07727827915605205,0.006426001295119273,NA,0.06468354805301053,0.08987301025909357,2021-05-04,1187,91.72931735823379,1521.5185341580348,117.58033402377173
Beta,18751,0.7892238968160207,0.008013689278178983,NA,0.7735173544474951,0.8049304391845462,2021-05-04,1187,936.8087655206166,1521.5185341580348,1200.8187866060039
Alpha,18751,0.0611212925054512,0.0052355141344790634,NA,0.05085987336132185,0.07138271164958056,2021-05-04,1187,72.55097420397058,1521.5185341580348,92.9971793787386
C.1.2,18751,7.571112380577433e-4,3.4172011964956136e-4,NA,8.735211075188516e-5,0.0014268703653636016,2021-05-04,1187,0.8986910395745413,1521.5185341580348,1.1519587811241925
Other,18751,0.07161942028441837,0.0031867369893422625,NA,0.06537353055710593,0.0778653100117308,2021-05-04,1187,85.0122518776046,1521.5185341580348,108.97027536839646
Omicron,18751,1.4750868215648682e-18,5.622759275031577e-18,NA,-9.545318851235565e-18,1.2495492494365303e-17,2021-05-04,1187,NA,1521.5185341580348,NA
Delta,18752,0.08422719195547847,0.006729884311277798,NA,0.07103686108525284,0.0974175228257041,2021-05-05,2073,174.60296892370687,1571.7500976083068,132.38409717729687
Beta,18752,0.7810803885238378,0.008190282881454463,NA,0.7650277290529921,0.7971330479946834,2021-05-05,2073,1619.1796454099158,1571.7500976083068,1227.663176902276
Alpha,18752,0.06163390479970609,0.005239542398072494,NA,0.05136459040401338,0.0719032191953988,2021-05-05,2073,127.76708464979072,1571.7500976083068,96.87309588491914
C.1.2,18752,8.40406212502885e-4,3.7004527383026114e-4,NA,1.1513080314631114e-4,0.0015656816218594589,2021-05-05,2073,1.7421620785184806,1571.7500976083068,1.320908546532037
Other,18752,0.07221810850847489,0.003213305213409009,NA,0.06592014601885844,0.07851607099809134,2021-05-05,2073,149.70813893806846,1571.7500976083068,113.5088190972827
Omicron,18752,1.824889994823505e-18,6.929548154972279e-18,NA,-1.1756774818058141e-17,1.540655480770515e-17,2021-05-05,2073,NA,1571.7500976083068,NA
Delta,18753,0.09168092764348174,0.0070327029934083634,NA,0.07789708306243431,0.10546477222452916,2021-05-06,2149,197.02231350584225,1628.491091649473,149.30157394156993
Beta,18753,0.77250565536836735,0.008364948596747234,NA,0.7561106573862139,0.7889006533505208,2021-05-06,2149,1660.1146533866215,1628.491091649473,1258.0185780162242
Alpha,18753,0.062089702090507154,0.005238697737693772,NA,0.0518220431987359,0.07235736098227841,2021-05-06,2149,133.4307697924999,1628.491091649473,101.11252673756056
C.1.2,18753,9.314630495844243e-4,4.000211713491977e-4,NA,1.4743596068647125e-4,0.0017154901384823775,2021-05-06,2149,2.0017140935569278,1628.491091649473,1.5168792784488865
Other,18753,0.07279225184805922,0.003239422014911809,NA,0.06644310136810591,0.07914140232801253,2021-05-06,2149,156.43054922147928,1628.491091649473,118.54153367566933
Omicron,18753,2.2572739782696934e-18,8.53835070369529e-18,NA,-1.4477585888345298e-17,1.8992133844884685e-17,2021-05-06,2149,NA,1628.491091649473,NA
Delta,18754,0.09966019986170262,0.007332600782555337,NA,0.08528856641488394,0.11403183330852129,2021-05-07,2256,224.8334108880011,1692.2286184699767,168.64784232841077
Beta,18754,0.7634857863909132,0.008536242234764962,NA,0.7467550590474642,0.7802165137343623,2021-05-07,2256,1722.4239340979002,1692.2286184699767,1291.9924975257588
Alpha,18754,0.06248500435845742,0.005232801250929646,NA,0.052228902368379175,0.07274110634853567,2021-05-07,2256,140.96616983267995,1692.2286184699767,105.73891260060287
C.1.2,18754,0.0010307978819871942,4.3165656506335623e-4,NA,1.8476656077274557e-4,0.0018768292032016428,2021-05-07,2256,2.32548002176311,1692.2286184699767,1.7443456757569678
Other,18754,0.07333821150693944,0.0032649503534656465,NA,0.06693902640283544,0.07973739661104343,2021-05-07,2256,165.45100515965535,1692.2286184699767,124.10502033944707
Omicron,18754,2.7915294080501737e-18,1.051812825276716e-17,NA,-1.7823623152146664e-17,2.3406681968247008e-17,2021-05-07,2256,NA,1692.2286184699767,NA
Delta,18755,0.10818435695288166,0.007627609638085272,NA,0.09323451677410394,0.12313419713165938,2021-05-08,2191,237.03192608376372,1762.9873915042313,190.72765726592348
Beta,18755,0.7540083040516313,0.008702626287809694,NA,0.7369514699566129,0.7710651381466498,2021-05-08,2191,1652.0321941771242,1762.9873915042313,1329.3071331325148
Alpha,18755,0.06281618623147098,0.005221690015523619,NA,0.052581861862612295,0.07305051060032966,2021-05-08,2191,137.6302640331529,1762.9873915042313,110.74414430846502
C.1.2,18755,0.0011389304553048427,4.649476834920686e-4,NA,2.2764974096506016e-4,0.0020502111696446253,2021-05-08,2191,2.4953966275729105,1762.9873915042313,2.007920032502611
Other,18755,0.07385222230871122,0.003289742119997339,NA,0.067404446235092,0.08029999838233044,2021-05-08,2191,161.81021907838627,1762.9873915042313,130.2005367648254
Omicron,18755,3.451373476871514e-18,1.2953278136032469e-17,NA,-2.1936585151482242e-17,2.883933210522527e-17,2021-05-08,2191,NA,1762.9873915042313,NA
Delta,18756,0.11727102074309456,0.00791567175773196,NA,0.10175658918449906,0.13278545230169006,2021-05-09,1778,208.50787488122214,1840.7488841122793,215.86650057155927
Beta,18756,0.744062464566563,0.008862490538317622,NA,0.7266923022981334,0.7614326268349926,2021-05-09,1778,1322.943061999349,1840.7488841122793,1369.6321513607331
Alpha,18756,0.06307971737213132,0.0052052195401594906,NA,0.05287767454179458,0.07328176020246806,2021-05-09,1778,112.15573748764949,1840.7488841122793,116.11391936286869
C.1.2,18756,0.001256379015441528,4.998768645335308e-4,NA,2.766383642510003e-4,0.002236119666632056,2021-05-09,1778,2.2338418894550367,1840.7488841122793,2.3126782706960767
Other,18756,0.0743304183027696,0.003313638385849256,NA,0.06783580640871562,0.08082503019682358,2021-05-09,1778,132.15948374232434,1840.7488841122793,136.82363454642208
Omicron,18756,4.26593935914747e-18,1.5946989582340883e-17,NA,-2.698958588407609e-17,3.552146460237103e-17,2021-05-09,1778,NA,1840.7488841122793,NA
Delta,18757,0.12693570700344692,0.008194666197393376,NA,0.11087445639122812,0.14299695761566572,2021-05-10,1129,143.31041320689158,1925.456449429791,244.40917571271717
Beta,18757,0.7336395685600715,0.0090141767956731,NA,0.7159721066902756,0.7513070304298675,2021-05-10,1129,828.2790729043207,1925.456449429791,1412.591038840879
Alpha,18757,0.06327220661443922,0.005183266294104034,NA,0.05311319135571492,0.07343122187316352,2021-05-10,1129,71.43432126770188,1925.456449429791,121.82787829542627
C.1.2,18757,0.0013836545443946457,5.364112569640356e-4,NA,3.323077998432758e-4,0.0024350012889460156,2021-05-10,1129,1.562145980621555,1925.456449429791,2.6641665662875096
Other,18757,0.07476886327764774,0.0033364699596403285,NA,0.0682295023212529,0.08130822423404259,2021-05-10,1129,84.4140466404643,1925.456449429791,143.96419001448112
Omicron,18757,5.2709791420491164e-18,1.9625301178868356e-17,NA,-3.319390435428432e-17,4.373586263838255e-17,2021-05-10,1129,NA,1925.456449429791,NA
Delta,18758,0.13719143364893804,0.00846244027415166,NA,0.12060535549027954,0.15377751180759655,2021-05-11,1548,212.3723392885561,2016.997290931016,276.7147500088503
Beta,18758,0.7227332763672083,0.009156007501862918,NA,0.7047878314213785,0.7406787213130381,2021-05-11,1548,1118.7911118164384,2016.997290931016,1457.7510604983565
Alpha,18758,0.06339044940062051,0.005155730293103888,NA,0.053285403712134756,0.07349549508910627,2021-05-11,1548,98.12841567216056,2016.997290931016,127.85836471195122
C.1.2,18758,0.0015212543803962396,5.745016305967736e-4,NA,3.952518753670292e-4,0.0026472568854254497,2021-05-11,1548,2.3549017808533788,2016.997290931016,3.0683659640761567
Other,18758,0.07516358620283699,0.003358058301498261,NA,0.06858191287391466,0.08174525953175932,2021-05-11,1548,116.35323144199165,2016.997290931016,151.6047497477821
Omicron,18758,6.510324410213913e-18,2.414199973103623e-17,NA,-4.0807125577392753e-17,5.3827774397820585e-17,2021-05-11,1548,NA,2016.997290931016,NA
Delta,18759,0.14804832412135682,0.008716845411163045,NA,0.13096362105667403,0.16513302718603962,2021-05-12,2759,408.46532625082347,2115.1834337608193,313.14936257754624
Beta,18759,0.7113399212345717,0.009286317757344396,NA,0.6931390728811819,0.7295407695879614,2021-05-12,2759,1962.5868426861832,2115.1834337608193,1504.6144171680921
Alpha,18759,0.06343147788998392,0.005122537711791983,NA,0.053391488465423416,0.07347146731454443,2021-05-12,2759,175.00744749846564,2115.1834337608193,134.16921121185968
C.1.2,18759,0.0016696552836272286,6.140813392893523e-4,NA,4.6607797504197713e-4,0.0028732325922124803,2021-05-12,2759,4.606578927527524,2115.1834337608193,3.531627196019536
Other,18759,0.07551062147046034,0.0033782168389255235,NA,0.06888943813419957,0.08213180480672111,2021-05-12,2759,208.33380463700007,2115.1834337608193,159.71881560730174
Omicron,18759,8.03765737481544e-18,2.968452689421147e-17,NA,-5.0142946235949653e-17,6.621826098558053e-17,2021-05-12,2759,NA,2115.1834337608193,NA
Delta,18760,0.15951321474659808,0.008955776830138939,NA,0.14196021470594747,0.17706621478724868,2021-05-13,3221,513.7920646987924,2219.731834451508,354.07656078872344
Beta,18760,0.6994588126557785,0.009403490113625406,NA,0.6810283107040942,0.7178893146074627,2021-05-13,3221,2252.9568355642623,2219.731834451508,1552.6109933396847
Alpha,18760,0.06339261292548935,0.005083643483800224,NA,0.053428854786999186,0.07335637106397952,2021-05-13,3221,204.18760623300122,2219.731834451508,140.71460097977086
C.1.2,18760,0.0018293060361419529,6.550654831374654e-4,NA,5.45401281677191e-4,0.0031132107906067146,2021-05-13,3221,5.89219474241323,2219.731834451508,4.060568843378594
Other,18760,0.07580605363599222,0.003396752717839706,NA,0.06914854064463785,0.08246356662734658,2021-05-13,3221,244.17129876153092,2219.731834451508,168.2691104999504
Omicron,18760,9.918655869095692e-18,3.6481091410642055e-17,NA,-6.158296941247623e-17,8.142028115066762e-17,2021-05-13,3221,NA,2219.731834451508,NA
Delta,18761,0.17158927607611377,0.009177216226741489,NA,0.1536022627933639,0.18957628935886364,2021-05-14,3141,538.9619161550734,2330.2439192899033,399.8448671917206
